,total,url,exchangeId,instrumentType,symbolTicker,symbolExchangeTicker,normalizedTicker,symbolEsignalTicker,instrumentName,micCode
1812,6717,https://www.nyse.com/quote/XNYS:ENFN,558,COMMON_STOCK,ENFN,ENFN,ENFN,ENFN,ENFUSION INC,XNYS
1813,6717,https://www.nyse.com/quote/XNYS:ENFY,558,COMMON_STOCK,ENFY,ENFY,ENFY,ENFY,ENLIGHTIFY INC,XNYS
1814,6717,https://www.nyse.com/quote/XNCM:ENGN,564,COMMON_STOCK,ENGN,ENGN,ENGN,ENGN,ENGENE HOLDINGS INC,XNCM
1815,6717,https://www.nyse.com/quote/XNYS:ENIC,558,DEPOSITORY_RECEIPT,ENIC,ENIC,ENIC,ENIC,ENEL CHILE SA SPON ADR EACH REPR 50 ORD,XNYS
1816,6717,https://www.nyse.com/quote/XNYS:ENJ,558,PREFERRED_STOCK,ENJ,ENJ,ENJ,ENJ,ENTERGY NEW ORLEANS LLC 5% SR DUE 1ST MTG BD 01/12/2052 USD25,XNYS
1817,6717,https://www.nyse.com/quote/XNGS:ENLT,564,COMMON_STOCK,ENLT,ENLT,ENLT,ENLT,ENLIGHT RENEWABLE ENERGY LTD,XNGS
1818,6717,https://www.nyse.com/quote/XNYS:ENO,558,PREFERRED_STOCK,ENO,ENO,ENO,ENO,ENTERGY NEW ORLEANS LLC 5.5% 1ST MTG BDS 01/04/2066 USD25,XNYS
1819,6717,https://www.nyse.com/quote/XNYS:ENOV,558,COMMON_STOCK,ENOV,ENOV,ENOV,ENOV,ENOVIS CORPORATION,XNYS
1820,6717,https://www.nyse.com/quote/XNMS:ENPH,564,COMMON_STOCK,ENPH,ENPH,ENPH,ENPH,ENPHASE ENERGY INC,XNMS
1821,6717,https://www.nyse.com/quote/XNYS:ENR,558,COMMON_STOCK,ENR,ENR,ENR,ENR,ENERGIZER HOLDINGS INC,XNYS
1822,6717,https://www.nyse.com/quote/XNYS:ENS,558,COMMON_STOCK,ENS,ENS,ENS,ENS,ENERSYS,XNYS
1823,6717,https://www.nyse.com/quote/XNCM:ENSC,564,COMMON_STOCK,ENSC,ENSC,ENSC,ENSC,ENSYSCE BIOSCIENCES INC,XNCM
1824,6717,https://www.nyse.com/quote/XNGS:ENSG,564,COMMON_STOCK,ENSG,ENSG,ENSG,ENSG,ENSIGN GROUP INC,XNGS
1825,6717,https://www.nyse.com/quote/XNGS:ENTA,564,COMMON_STOCK,ENTA,ENTA,ENTA,ENTA,ENANTA PHARMACEUTICALS INC,XNGS
1826,6717,https://www.nyse.com/quote/XNGS:ENTG,564,COMMON_STOCK,ENTG,ENTG,ENTG,ENTG,ENTEGRIS INC,XNGS
1827,6717,https://www.nyse.com/quote/XNCM:ENTX,564,COMMON_STOCK,ENTX,ENTX,ENTX,ENTX,ENTERA BIO LTD,XNCM
1828,6717,https://www.nyse.com/quote/XNYS:ENVA,558,COMMON_STOCK,ENVA,ENVA,ENVA,ENVA,ENOVA INTERNATIONAL INC,XNYS
1829,6717,https://www.nyse.com/quote/XNCM:ENVB,564,COMMON_STOCK,ENVB,ENVB,ENVB,ENVB,ENVERIC BIOSCIENCES INC,XNCM
1830,6717,https://www.nyse.com/quote/XNGS:ENVX,564,COMMON_STOCK,ENVX,ENVX,ENVX,ENVX,ENOVIX CORP,XNGS
1831,6717,https://www.nyse.com/quote/XASE:ENX,545,CLOSED_END_FUND,ENX,ENX,ENX,ENX,EATON VANCE NEW YORK MUN BD FD,XASE
1832,6717,https://www.nyse.com/quote/XNYS:ENZ,558,COMMON_STOCK,ENZ,ENZ,ENZ,ENZ,ENZO BIOCHEM INC,XNYS
1833,6717,https://www.nyse.com/quote/XNYS:EOD,558,CLOSED_END_FUND,EOD,EOD,EOD,EOD,ALLSPRING GBL DIVDEND OPPRTUNTY FD,XNYS
1834,6717,https://www.nyse.com/quote/XNYS:EOG,558,COMMON_STOCK,EOG,EOG,EOG,EOG,EOG RESOURCES INC,XNYS
1835,6717,https://www.nyse.com/quote/XNYS:EOI,558,CLOSED_END_FUND,EOI,EOI,EOI,EOI,EATON VANCE ENHANCED EQUITY INCOME,XNYS
1836,6717,https://www.nyse.com/quote/XASE:EONR,545,COMMON_STOCK,EONR,EONR,EONR,EONR,EON RESOURCES INC,XASE
1837,6717,https://www.nyse.com/quote/XNYS:EOS,558,CLOSED_END_FUND,EOS,EOS,EOS,EOS,EATON VANCE ENHANCED EQTY INC FD II,XNYS
1838,6717,https://www.nyse.com/quote/XNCM:EOSE,564,COMMON_STOCK,EOSE,EOSE,EOSE,EOSE,EOS ENERGY ENTERPRISES INC,XNCM
1839,6717,https://www.nyse.com/quote/XNYS:EOT,558,CLOSED_END_FUND,EOT,EOT,EOT,EOT,EATON VANCE NATL MUN OPPORTU TR,XNYS
1840,6717,https://www.nyse.com/quote/XASE:EP,545,COMMON_STOCK,EP,EP,EP,EP,EMPIRE PETROLEUM CORPORATION,XASE
1841,6717,https://www.nyse.com/quote/XNYS:EPAC,558,COMMON_STOCK,EPAC,EPAC,EPAC,EPAC,ENERPAC TOOL GROUP CORP,XNYS
1842,6717,https://www.nyse.com/quote/XNYS:EPAM,558,COMMON_STOCK,EPAM,EPAM,EPAM,EPAM,EPAM SYS INC,XNYS
1843,6717,https://www.nyse.com/quote/XNYS:EPC,558,COMMON_STOCK,EPC,EPC,EPC,EPC,EDGEWELL PERSONAL CARE CO,XNYS
1844,6717,https://www.nyse.com/quote/XNYS:EPD,558,LIMITED_PARTNERSHIP,EPD,EPD,EPD,EPD,ENTERPRISE PRODS PARTNERS L P,XNYS
1845,6717,https://www.nyse.com/quote/XASE:EPM,545,COMMON_STOCK,EPM,EPM,EPM,EPM,EVOLUTION PETROLEUM CORPORATION,XASE
1846,6717,https://www.nyse.com/quote/XNCM:EPOW,564,COMMON_STOCK,EPOW,EPOW,EPOW,EPOW,SUNRISE NEW ENERGY CO LTD,XNCM
1847,6717,https://www.nyse.com/quote/XNYS:EPR,558,REIT,EPR,EPR,EPR,EPR,EPR PROPERTIES,XNYS
1848,6717,https://www.nyse.com/quote/XNYS:EPRT,558,REIT,EPRT,EPRT,EPRT,EPRT,ESSENTIAL PROPERTIES REALTY TR INC,XNYS
1849,6717,https://www.nyse.com/quote/XNCM:EPRX,564,COMMON_STOCK,EPRX,EPRX,EPRX,EPRX,EUPRAXIA PHARMACEUTICALS INC,XNCM
1850,6717,https://www.nyse.com/quote/XNYS:EPRpC,558,PREFERRED_STOCK,EPR-C,EPRpC,EPRpC,EPR/PC,EPR PROPERTIES 5.75% CONV PREF SER 'C',XNYS
1851,6717,https://www.nyse.com/quote/XNYS:EPRpE,558,PREFERRED_STOCK,EPR-E,EPRpE,EPRpE,EPR/PE,EPR PROPERTIES 9% CONV PREF SER 'E',XNYS
1852,6717,https://www.nyse.com/quote/XNYS:EPRpG,558,PREFERRED_STOCK,EPR-G,EPRpG,EPRpG,EPR/PG,EPR PROPERTIES 5.750% CUM RED PFD SHS SR G USD25,XNYS
1853,6717,https://www.nyse.com/quote/XNMS:EPSN,564,COMMON_STOCK,EPSN,EPSN,EPSN,EPSN,EPSILON ENERGY LTD,XNMS
1854,6717,https://www.nyse.com/quote/XNYS:EPpC,558,PREFERRED_STOCK,EP-C,EPpC,EPpC,EP/PC,EL PASO ENERGY CAPITAL 4.75 CNV PREF 31/3/2028 USD50,XNYS
1855,6717,https://www.nyse.com/quote/XNCM:EQ,564,COMMON_STOCK,EQ,EQ,EQ,EQ,EQUILLIUM INC,XNCM
1856,6717,https://www.nyse.com/quote/XNYS:EQBK,558,COMMON_STOCK,EQBK,EQBK,EQBK,EQBK,EQUITY BANCSHARES INC,XNYS
1857,6717,https://www.nyse.com/quote/XNYS:EQC,558,REIT,EQC,EQC,EQC,EQC,EQUITY COMMONWEALTH,XNYS
1858,6717,https://www.nyse.com/quote/XNYS:EQH,558,COMMON_STOCK,EQH,EQH,EQH,EQH,EQUITABLE HOLDINGS INC,XNYS
1859,6717,https://www.nyse.com/quote/XNYS:EQHpA,558,PREFERRED_STOCK,EQH-A,EQHpA,EQHpA,EQH/PA,EQUITABLE HOLDINGS INC 5.25% DEP RP 1/1000 NON CM PERP PRF SR A,XNYS
1860,6717,https://www.nyse.com/quote/XNYS:EQHpC,558,PREFERRED_STOCK,EQH-C,EQHpC,EQHpC,EQH/PC,EQUITABLE HOLDINGS INC DEP SHS REPSTG 1/1000TH PERP PFD SER C,XNYS
1861,6717,https://www.nyse.com/quote/XNGS:EQIX,564,REIT,EQIX,EQIX,EQIX,EQIX,EQUINIX INC,XNGS
1862,6717,https://www.nyse.com/quote/XNYS:EQNR,558,DEPOSITORY_RECEIPT,EQNR,EQNR,EQNR,EQNR,EQUINOR ASA SPON ADR EACH REP 1 ORD SHS,XNYS
1863,6717,https://www.nyse.com/quote/XNYS:EQS,558,COMMON_STOCK,EQS,EQS,EQS,EQS,EQUUS TOTAL RETURN INC,XNYS
1864,6717,https://www.nyse.com/quote/XNYS:EQT,558,COMMON_STOCK,EQT,EQT,EQT,EQT,EQT CORPORATION,XNYS
1865,6717,https://www.nyse.com/quote/XNYS:EQV,558,COMMON_STOCK,EQV,EQV,EQV,EQV,EQV VENTURES ACQUISITION CORP.,XNYS
1866,6717,https://www.nyse.com/quote/XNYS:EQV.U,558,UNIT,EQV.UN,EQV.U,EQV.U,EQV.U,EQV VENTURES ACQUISITION CORP. UNITS(1 ORD SHS CL A & 1/3 WT),XNYS
1867,6717,https://www.nyse.com/quote/XASE:EQX,545,COMMON_STOCK,EQX,EQX,EQX,EQX,EQUINOX GOLD CORP,XASE
1868,6717,https://www.nyse.com/quote/XNGS:ERAS,564,COMMON_STOCK,ERAS,ERAS,ERAS,ERAS,ERASCA INC,XNGS
1869,6717,https://www.nyse.com/quote/XASE:ERC,545,CLOSED_END_FUND,ERC,ERC,ERC,ERC,ALLSPRING MULTI SECTOR INCOME FD,XASE
1870,6717,https://www.nyse.com/quote/XASE:ERH,545,CLOSED_END_FUND,ERH,ERH,ERH,ERH,ALLSPRING UTILITIES AND HIGH INCM,XASE
1871,6717,https://www.nyse.com/quote/XNGS:ERIC,564,DEPOSITORY_RECEIPT,ERIC,ERIC,ERIC,ERIC,ERICSSON(L.M.)(TELEFONAKTIEBOLAGET) ADR EACH REP 1 ORD'B'SEK1,XNGS
1872,6717,https://www.nyse.com/quote/XNGS:ERII,564,COMMON_STOCK,ERII,ERII,ERII,ERII,ENERGY RECOVERY INC,XNGS
1873,6717,https://www.nyse.com/quote/XNYS:ERJ,558,DEPOSITORY_RECEIPT,ERJ,ERJ,ERJ,ERJ,EMBRAER SA SPON ADS EACH REP 4 ORD SHS,XNYS
1874,6717,https://www.nyse.com/quote/XNCM:ERNA,564,COMMON_STOCK,ERNA,ERNA,ERNA,ERNA,ETERNA THERAPEUTICS INC,XNCM
1875,6717,https://www.nyse.com/quote/XNYS:ERO,558,COMMON_STOCK,ERO,ERO,ERO,ERO,ERO COPPER CORP,XNYS
1876,6717,https://www.nyse.com/quote/XNYS:ES,558,COMMON_STOCK,ES,ES,ES,ES,EVERSOURCE ENERGY,XNYS
1877,6717,https://www.nyse.com/quote/XNYS:ESAB,558,COMMON_STOCK,ESAB,ESAB,ESAB,ESAB,ESAB CORPORATION,XNYS
1878,6717,https://www.nyse.com/quote/ARCX:ESBA,545,LIMITED_PARTNERSHIP,ESBA,ESBA,ESBA,ESBA,EMPIRE STATE REALTY OP LIM PARTNER,ARCX
1879,6717,https://www.nyse.com/quote/XNMS:ESCA,564,COMMON_STOCK,ESCA,ESCA,ESCA,ESCA,ESCALADE INC,XNMS
1880,6717,https://www.nyse.com/quote/XNYS:ESE,558,COMMON_STOCK,ESE,ESE,ESE,ESE,ESCO TECHNOLOGIES INC,XNYS
1881,6717,https://www.nyse.com/quote/XNCM:ESGL,564,COMMON_STOCK,ESGL,ESGL,ESGL,ESGL,ESGL HOLDINGS LTD,XNCM
1882,6717,https://www.nyse.com/quote/XNGS:ESGR,564,COMMON_STOCK,ESGR,ESGR,ESGR,ESGR,ENSTAR GROUP LIMITED,XNGS
1883,6717,https://www.nyse.com/quote/XNGS:ESGRO,564,PREFERRED_STOCK,ESGRO,ESGRO,ESGRO,ESGRO,ENSTAR GROUP LIMITED 7% DEP SHS ECH RP 1/1000 NONCUM PRF SR E,XNGS
1884,6717,https://www.nyse.com/quote/XNGS:ESGRP,564,PREFERRED_STOCK,ESGRP,ESGRP,ESGRP,ESGRP,ENSTAR GROUP LIMITED PERPTUL NON CUM PFD SHARES SERIES D,XNGS
1885,6717,https://www.nyse.com/quote/XNMS:ESHA,564,COMMON_STOCK,ESHA,ESHA,ESHA,ESHA,ESH ACQUISITION CORP,XNMS
1886,6717,https://www.nyse.com/quote/XNYS:ESI,558,COMMON_STOCK,ESI,ESI,ESI,ESI,ELEMENT SOLUTIONS INC,XNYS
1887,6717,https://www.nyse.com/quote/XNCM:ESLA,564,COMMON_STOCK,ESLA,ESLA,ESLA,ESLA,ESTRELLA IMMUNOPHARMA INC,XNCM
1888,6717,https://www.nyse.com/quote/XNGS:ESLT,564,COMMON_STOCK,ESLT,ESLT,ESLT,ESLT,ELBIT SYSTEMS LTD,XNGS
1889,6717,https://www.nyse.com/quote/XNYS:ESNT,558,COMMON_STOCK,ESNT,ESNT,ESNT,ESNT,ESSENT GROUP LTD,XNYS
1890,6717,https://www.nyse.com/quote/XASE:ESP,545,COMMON_STOCK,ESP,ESP,ESP,ESP,ESPEY MAN & ELECTRONICS CORP,XASE
1891,6717,https://www.nyse.com/quote/XNMS:ESPR,564,COMMON_STOCK,ESPR,ESPR,ESPR,ESPR,ESPERION THERAPEUTICS INC,XNMS
1892,6717,https://www.nyse.com/quote/XNCM:ESQ,564,COMMON_STOCK,ESQ,ESQ,ESQ,ESQ,ESQUIRE FINANCIAL HOLDINGS INC,XNCM
1893,6717,https://www.nyse.com/quote/XNYS:ESRT,558,REIT,ESRT,ESRT,ESRT,ESRT,EMPIRE ST RLTY TR INC,XNYS
1894,6717,https://www.nyse.com/quote/XNYS:ESS,558,REIT,ESS,ESS,ESS,ESS,ESSEX PROPERTY TRUST INC,XNYS
1895,6717,https://www.nyse.com/quote/XNGS:ESSA,564,COMMON_STOCK,ESSA,ESSA,ESSA,ESSA,ESSA BANCORP INC,XNGS
1896,6717,https://www.nyse.com/quote/XNCM:ESTA,564,COMMON_STOCK,ESTA,ESTA,ESTA,ESTA,ESTABLISHMENT LABS HLDGS INC,XNCM
1897,6717,https://www.nyse.com/quote/XNYS:ESTC,558,COMMON_STOCK,ESTC,ESTC,ESTC,ESTC,ELASTIC N V,XNYS
1898,6717,https://www.nyse.com/quote/XNYS:ET,558,LIMITED_PARTNERSHIP,ET,ET,ET,ET,ENERGY TRANSFER LP,XNYS
1899,6717,https://www.nyse.com/quote/XNYS:ETD,558,COMMON_STOCK,ETD,ETD,ETD,ETD,ETHAN ALLEN INTERIORS INC,XNYS
1900,6717,https://www.nyse.com/quote/XNYS:ETG,558,CLOSED_END_FUND,ETG,ETG,ETG,ETG,EATON VANCE TAX ADVANTAGED GLOBAL D,XNYS
1901,6717,https://www.nyse.com/quote/XNYS:ETIp,558,PREFERRED_STOCK,ETI-,ETIp,ETIp,ETI/P,ENTERGY TEXAS INC 5.375% CUM PREF STK SERIES A,XNYS
1902,6717,https://www.nyse.com/quote/XNYS:ETJ,558,CLOSED_END_FUND,ETJ,ETJ,ETJ,ETJ,EATON VANCE RISK-MANAGED DIV EQ FD,XNYS
1903,6717,https://www.nyse.com/quote/XNYS:ETN,558,COMMON_STOCK,ETN,ETN,ETN,ETN,EATON CORPORATION PLC,XNYS
1904,6717,https://www.nyse.com/quote/XNMS:ETNB,564,COMMON_STOCK,ETNB,ETNB,ETNB,ETNB,89BIO INC,XNMS
1905,6717,https://www.nyse.com/quote/XNYS:ETO,558,CLOSED_END_FUND,ETO,ETO,ETO,ETO,EATON VANCE TAX ADV GBL DIV OPPTY,XNYS
1906,6717,https://www.nyse.com/quote/XNMS:ETON,564,COMMON_STOCK,ETON,ETON,ETON,ETON,ETON PHARMACEUTICALS INC,XNMS
1907,6717,https://www.nyse.com/quote/XNYS:ETR,558,COMMON_STOCK,ETR,ETR,ETR,ETR,ENTERGY CORP,XNYS
1908,6717,https://www.nyse.com/quote/XNYS:ETV,558,CLOSED_END_FUND,ETV,ETV,ETV,ETV,EATON VANCE TAX MG BUY WRITE OPPORT,XNYS
1909,6717,https://www.nyse.com/quote/XNYS:ETW,558,CLOSED_END_FUND,ETW,ETW,ETW,ETW,EATON VANCE T/M GLO BUY-WRITE OPP F,XNYS
1910,6717,https://www.nyse.com/quote/XNYS:ETWO,558,COMMON_STOCK,ETWO,ETWO,ETWO,ETWO,E2OPEN PARENT HOLDINGS INC,XNYS
1911,6717,https://www.nyse.com/quote/XNYS:ETX,558,CLOSED_END_FUND,ETX,ETX,ETX,ETX,EATON VANCE MUNICIPAL INCOME 2028,XNYS
1912,6717,https://www.nyse.com/quote/XNYS:ETY,558,CLOSED_END_FUND,ETY,ETY,ETY,ETY,EATON VANCE T/M DIVERSIFIED EQUITY,XNYS
1913,6717,https://www.nyse.com/quote/XNYS:ETpI,558,PREFERRED_STOCK,ET-I,ETpI,ETpI,ET/PI,ENERGY TRANSFER LP SER I FXD RT PER PFD UNITS,XNYS
1914,6717,https://www.nyse.com/quote/XNCM:EU,564,COMMON_STOCK,EU,EU,EU,EU,ENCORE ENERGY CORP,XNCM
1915,6717,https://www.nyse.com/quote/XNCM:EUDA,564,COMMON_STOCK,EUDA,EUDA,EUDA,EUDA,EUDA HEALTH HOLDINGS LIMITED,XNCM
1916,6717,https://www.nyse.com/quote/XNCM:EURK,564,COMMON_STOCK,EURK,EURK,EURK,EURK,EUREKA ACQUISITION CORP,XNCM
1917,6717,https://www.nyse.com/quote/XNCM:EVAX,564,DEPOSITORY_RECEIPT,EVAX,EVAX,EVAX,EVAX,EVAXION BIOTECH AS SPON ADS EACH REP 50 ORD (REV SPT),XNCM
1918,6717,https://www.nyse.com/quote/XASE:EVBN,545,COMMON_STOCK,EVBN,EVBN,EVBN,EVBN,EVANS BANCORP INC,XASE
1919,6717,https://www.nyse.com/quote/XNYS:EVC,558,COMMON_STOCK,EVC,EVC,EVC,EVC,ENTRAVISION COMMUNICATIONS CORP,XNYS
1920,6717,https://www.nyse.com/quote/XNGS:EVCM,564,COMMON_STOCK,EVCM,EVCM,EVCM,EVCM,EVERCOMMERCE INC,XNGS
1921,6717,https://www.nyse.com/quote/XNMS:EVER,564,COMMON_STOCK,EVER,EVER,EVER,EVER,EVERQUOTE INC,XNMS
1922,6717,https://www.nyse.com/quote/XNYS:EVEX,558,COMMON_STOCK,EVEX,EVEX,EVEX,EVEX,EVE HOLDING INC,XNYS
1923,6717,https://www.nyse.com/quote/XNYS:EVF,558,CLOSED_END_FUND,EVF,EVF,EVF,EVF,EATON VANCE SENIOR INCOME TRUST,XNYS
1924,6717,https://www.nyse.com/quote/XNYS:EVG,558,CLOSED_END_FUND,EVG,EVG,EVG,EVG,EATON VANCE SHORT DURATION DIV FD,XNYS
1925,6717,https://www.nyse.com/quote/XNCM:EVGN,564,COMMON_STOCK,EVGN,EVGN,EVGN,EVGN,EVOGENE LTD,XNCM
1926,6717,https://www.nyse.com/quote/XNYS:EVH,558,COMMON_STOCK,EVH,EVH,EVH,EVH,EVOLENT HEALTH INC,XNYS
1927,6717,https://www.nyse.com/quote/XASE:EVI,545,COMMON_STOCK,EVI,EVI,EVI,EVI,EVI INDUSTRIES INC,XASE
1928,6717,https://www.nyse.com/quote/XNCM:EVLV,564,COMMON_STOCK,EVLV,EVLV,EVLV,EVLV,EVOLV TECHNOLOGIES HLDGS INC,XNCM
1929,6717,https://www.nyse.com/quote/XASE:EVM,545,CLOSED_END_FUND,EVM,EVM,EVM,EVM,EATON VANCE CALIFORNIA MUNI BD FD,XASE
1930,6717,https://www.nyse.com/quote/XNYS:EVN,558,CLOSED_END_FUND,EVN,EVN,EVN,EVN,EATON VANCE MUN INCOME TRUST,XNYS
1931,6717,https://www.nyse.com/quote/XNGS:EVO,564,DEPOSITORY_RECEIPT,EVO,EVO,EVO,EVO,EVOTEC SE SPON ADS EACH REP 0.50 ORD SHS,XNGS
1932,6717,https://www.nyse.com/quote/XNCM:EVOK,564,COMMON_STOCK,EVOK,EVOK,EVOK,EVOK,EVOKE PHARMA INC,XNCM
1933,6717,https://www.nyse.com/quote/XNYS:EVR,558,COMMON_STOCK,EVR,EVR,EVR,EVR,EVERCORE INC,XNYS
1934,6717,https://www.nyse.com/quote/XNGS:EVRG,564,COMMON_STOCK,EVRG,EVRG,EVRG,EVRG,EVERGY INC,XNGS
1935,6717,https://www.nyse.com/quote/XNYS:EVT,558,CLOSED_END_FUND,EVT,EVT,EVT,EVT,EATON VANCE TAX ADVANTAGED DIVID IN,XNYS
1936,6717,https://www.nyse.com/quote/XNYS:EVTC,558,COMMON_STOCK,EVTC,EVTC,EVTC,EVTC,EVERTEC INC,XNYS
1937,6717,https://www.nyse.com/quote/XNYS:EVTL,558,COMMON_STOCK,EVTL,EVTL,EVTL,EVTL,VERTICAL AEROSPACE LTD,XNYS
1938,6717,https://www.nyse.com/quote/XNCM:EVTV,564,COMMON_STOCK,EVTV,EVTV,EVTV,EVTV,ENVIROTECH VEHICLES INC,XNCM
1939,6717,https://www.nyse.com/quote/XASE:EVV,545,CLOSED_END_FUND,EVV,EVV,EVV,EVV,EATON VANCE LTD DURATION INCOME FD,XASE
1940,6717,https://www.nyse.com/quote/XNYS:EW,558,COMMON_STOCK,EW,EW,EW,EW,EDWARDS LIFESCIENCES CORP,XNYS
1941,6717,https://www.nyse.com/quote/XNGS:EWBC,564,COMMON_STOCK,EWBC,EWBC,EWBC,EWBC,EAST WEST BANCORP INC,XNGS
1942,6717,https://www.nyse.com/quote/XNGS:EWCZ,564,COMMON_STOCK,EWCZ,EWCZ,EWCZ,EWCZ,EUROPEAN WAX CTR INC,XNGS
1943,6717,https://www.nyse.com/quote/XNGS:EWTX,564,COMMON_STOCK,EWTX,EWTX,EWTX,EWTX,EDGEWISE THERAPEUTICS INC,XNGS
1944,6717,https://www.nyse.com/quote/XNGS:EXC,564,COMMON_STOCK,EXC,EXC,EXC,EXC,EXELON CORP,XNGS
1945,6717,https://www.nyse.com/quote/XNGS:EXE,564,COMMON_STOCK,EXE,EXE,EXE,EXE,EXPAND ENERGY CORPORATION,XNGS
1946,6717,https://www.nyse.com/quote/XNGS:EXEL,564,COMMON_STOCK,EXEL,EXEL,EXEL,EXEL,EXELIXIS INC,XNGS
1947,6717,https://www.nyse.com/quote/XNGS:EXFY,564,COMMON_STOCK,EXFY,EXFY,EXFY,EXFY,EXPENSIFY INC,XNGS
1948,6717,https://www.nyse.com/quote/XNYS:EXG,558,CLOSED_END_FUND,EXG,EXG,EXG,EXG,EATON VANCE TAX-MNGD GBL DIV EQ INC,XNYS
1949,6717,https://www.nyse.com/quote/XNYS:EXK,558,COMMON_STOCK,EXK,EXK,EXK,EXK,ENDEAVOUR SILVER CORP,XNYS
1950,6717,https://www.nyse.com/quote/XNGS:EXLS,564,COMMON_STOCK,EXLS,EXLS,EXLS,EXLS,EXLSERVICE HLDGS INC,XNGS
1951,6717,https://www.nyse.com/quote/XASE:EXOD,545,COMMON_STOCK,EXOD,EXOD,EXOD,EXOD,EXODUS MOVEMENT INC,XASE
1952,6717,https://www.nyse.com/quote/XNCM:EXOZ,564,COMMON_STOCK,EXOZ,EXOZ,EXOZ,EXOZ,EXOZYMES INC,XNCM
1953,6717,https://www.nyse.com/quote/XNYS:EXPD,558,COMMON_STOCK,EXPD,EXPD,EXPD,EXPD,EXPEDITORS INTERN OF WASHINGTON INC,XNYS
1954,6717,https://www.nyse.com/quote/XNGS:EXPE,564,COMMON_STOCK,EXPE,EXPE,EXPE,EXPE,EXPEDIA GROUP INC,XNGS
1955,6717,https://www.nyse.com/quote/XNMS:EXPI,564,COMMON_STOCK,EXPI,EXPI,EXPI,EXPI,EXP WORLD HOLDINGS  INC,XNMS
1956,6717,https://www.nyse.com/quote/XNGS:EXPO,564,COMMON_STOCK,EXPO,EXPO,EXPO,EXPO,EXPONENT INC,XNGS
1957,6717,https://www.nyse.com/quote/XNYS:EXR,558,REIT,EXR,EXR,EXR,EXR,EXTRA SPACE STORAGE INC,XNYS
1958,6717,https://www.nyse.com/quote/XNGS:EXTR,564,COMMON_STOCK,EXTR,EXTR,EXTR,EXTR,EXTREME NETWORKS,XNGS
1959,6717,https://www.nyse.com/quote/XNGS:EYE,564,COMMON_STOCK,EYE,EYE,EYE,EYE,NATIONAL VISION HOLDINGS INC,XNGS
1960,6717,https://www.nyse.com/quote/XNCM:EYEN,564,COMMON_STOCK,EYEN,EYEN,EYEN,EYEN,EYENOVIA INC,XNCM
1961,6717,https://www.nyse.com/quote/XNMS:EYPT,564,COMMON_STOCK,EYPT,EYPT,EYPT,EYPT,EYEPOINT PHARMACEUTICALS INC,XNMS
1962,6717,https://www.nyse.com/quote/XNGS:EZPW,564,COMMON_STOCK,EZPW,EZPW,EZPW,EZPW,EZCORP INC,XNGS
1963,6717,https://www.nyse.com/quote/XNYS:F,558,COMMON_STOCK,F,F,F,F,FORD MOTOR CO,XNYS
1964,6717,https://www.nyse.com/quote/XNGS:FA,564,COMMON_STOCK,FA,FA,FA,FA,FIRST ADVANTAGE CORP NEW,XNGS
1965,6717,https://www.nyse.com/quote/XNCM:FAAS,564,COMMON_STOCK,FAAS,FAAS,FAAS,FAAS,DIGIASIA CORP,XNCM
1966,6717,https://www.nyse.com/quote/XNMS:FACT,564,COMMON_STOCK,FACT,FACT,FACT,FACT,FACT II ACQUISITION CORP,XNMS
1967,6717,https://www.nyse.com/quote/XNMS:FACTU,564,UNIT,FACTU,FACTU,FACTU,FACTU,FACT II ACQUISITION CORP UNIT 1 ORD SHS CL A & 1/2 WT EXP,XNMS
1968,6717,https://www.nyse.com/quote/XNYS:FAF,558,COMMON_STOCK,FAF,FAF,FAF,FAF,FIRST AMERICAN FINANCIAL CORP,XNYS
1969,6717,https://www.nyse.com/quote/XNCM:FAMI,564,COMMON_STOCK,FAMI,FAMI,FAMI,FAMI,FARMMI INC,XNCM
1970,6717,https://www.nyse.com/quote/XNGS:FANG,564,COMMON_STOCK,FANG,FANG,FANG,FANG,DIAMONDBACK ENERGY INC,XNGS
1971,6717,https://www.nyse.com/quote/XNGS:FARO,564,COMMON_STOCK,FARO,FARO,FARO,FARO,FARO TECHNOLOGIES INC,XNGS
1972,6717,https://www.nyse.com/quote/XNGS:FAST,564,COMMON_STOCK,FAST,FAST,FAST,FAST,FASTENAL,XNGS
1973,6717,https://www.nyse.com/quote/XNCM:FAT,564,COMMON_STOCK,FAT,FAT,FAT,FAT,FAT BRANDS INC,XNCM
1974,6717,https://www.nyse.com/quote/XNCM:FATBB,564,COMMON_STOCK,FATBB,FATBB,FATBB,FATBB,FAT BRANDS INC,XNCM
1975,6717,https://www.nyse.com/quote/XNCM:FATBP,564,PREFERRED_STOCK,FATBP,FATBP,FATBP,FATBP,FAT BRANDS INC 8.25% CUM PREF STK SER B,XNCM
1976,6717,https://www.nyse.com/quote/XNMS:FATE,564,COMMON_STOCK,FATE,FATE,FATE,FATE,FATE THERAPEUTICS,XNMS
1977,6717,https://www.nyse.com/quote/XASE:FAX,545,CLOSED_END_FUND,FAX,FAX,FAX,FAX,ABRDN ASIA PACIFIC INCOME FUND INC,XASE
1978,6717,https://www.nyse.com/quote/XNCM:FBGL,564,COMMON_STOCK,FBGL,FBGL,FBGL,FBGL,FBS GLOBAL LIMITED,XNCM
