ticker_name,alfa,erro_alfa,significancia_alfa,beta_dividendo,erro_beta,significancia_beta,r2,r2_ajustado,f_stat,p_f_stat,durbin_watson,jarque_bera,p_jarque_bera,max_cooks_distance,indice_outlier,possui_outlier_influente,residuo_p2_5,residuo_p25,residuo_p50,residuo_p75,residuo_p97_5,quantidade_residuos_extremos
AGM,0.063718331768094,0.34758846399879056,0.8554326338123119,-0.746028927204901,0.45024838247784643,0.10498692162755346,0.06135621107586975,0.0390075494348191,2.745408743545016,0.104986921627553,1.499537470886745,50.354904996497,0.000000000011629774975045404,0.3838651096902385,36,1,-2.6647662185777308,-0.33733255586769506,-0.0647514591933549,0.22624672182216926,2.845604619260963,4
AGNC,-0.008616809751584742,0.015294859467845064,0.5741698766372775,-0.7449099831612425,0.07905015942323218,0.0000000000000002611375497200903,0.41148605739722677,0.4068520893452364,88.79777607022754,2.61137549720082e-16,1.8116108188715134,670.2539362448962,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002858952945085106,4.783260513923095,0,1,-0.16346219752428653,-0.042401956555619874,-0.001994373738792729,0.03800654178855102,0.09800600773093383,7
AGO,-0.0048604205381446025,0.17775009475403353,0.9783247093983998,-0.6937132749685081,0.8919936539596661,0.44143192305843404,0.015271731490984708,-0.009977711291297542,0.6048343966505642,0.441431923058434,1.9203826879717565,3.334967388698514,0.18872134926477793,0.19491156498479795,40,1,-0.5163948645316303,-0.22594041219604624,-0.07414408217587848,0.18810448765545934,0.8282902651591779,2
AHH,-0.16651801699827493,0.0784588416921796,0.03989400489321848,0.02249222566306852,0.413370897224934,0.9568714114193371,0.00007220542905128635,-0.024316277365362016,0.0029606363651230043,0.956871411419343,1.942818545473892,78.10432356542714,0.000000000000000010961289077669375,0.3697724835946915,24,1,-0.12726107934305939,-0.04208113965102893,-0.017754857379172928,0.022188397072538543,0.25798098864836994,4
AIG,-0.0017585683747316089,0.3882471021184474,0.9964074341698501,-0.6116877392178119,1.2538712963659442,0.6282006979014039,0.005634435547672401,-0.018040935034525862,0.23798721663554528,0.628200697901416,1.4156972852510665,51.54357901928908,0.000000000006418802708355062,0.14693452398644347,25,1,-0.8695009812352366,-0.22579917519515608,-0.03750196542713108,0.13182831175497406,1.976997937298085,4
AIN,0.7845376701779426,0.5202384605833835,0.13903167420536788,-5.741822039799168,2.6212259208018214,0.034089684986715274,0.10253216975567425,0.08116388808319042,4.7983348089100435,0.0340896849867154,2.4357567562588365,47.46165608503736,0.00000000004941198832569008,0.18034589793934117,25,1,-1.2380829802143056,-0.16221803120014866,-0.012303415691072975,0.15357788945438175,1.1374717365551394,4
AIT,-1.3154351803920712,1.612554466708747,0.4191411953861184,2.803868448458044,5.103429343757986,0.5855672037112927,0.006970831804527289,-0.016122869781413973,0.3018499125653765,0.585567203711296,2.2931451749950034,76.81408931010417,0.0000000000000000208945219893171,0.5940273542751976,42,1,-3.3899384170505025,-0.30180394381762793,0.11446806827756018,0.5283881053142586,1.8450006195993134,4
AIZ,0.5631539413563837,0.5645529811564567,0.3240918231167432,-1.8952407993533207,0.9513947025224003,0.05273801877358903,0.08448940563981189,0.0631984615849237,3.968325942804513,0.0527380187735891,2.075263528873535,302.2784656711274,0.0000000000000000000000000000000000000000000000000000000000000000022964932879365463,0.418671413263637,31,1,-2.050445738284769,-0.351438162591534,0.09818700979710093,0.41770834315040173,1.3412490617458581,4
AJG,0.5471285017723204,0.5935044312884187,0.36186656906652637,-1.999170441582728,1.3060624333103488,0.13334521094938015,0.052838042999376,0.030286567832694566,2.342997192371746,0.133345210949381,1.7444633335207904,18.596442505153032,0.00009158699681065206,0.43558535577294705,43,1,-1.5370987921078723,-0.21255485720477757,0.02754120073967703,0.34494788937725374,1.0394567901854503,4
AKR,0.0010151662729425553,0.05538382521693114,0.9854693273746327,-0.6222732235877354,0.216177235273034,0.0064529506780197235,0.17523069833600335,0.1540827675241061,8.285950048475783,0.0064529506780197,1.9176569277125222,20.30889061362919,0.00003890276201848456,0.16369193707268134,9,1,-0.15900549011650567,-0.059006062321095495,-0.012782414557874391,0.06322072598006087,0.14232505432576464,2
AL,0.044372814037537484,0.12465952506532199,0.723658240310737,-0.7699413932166638,0.8899609188545932,0.39187639407150465,0.01750865988416528,-0.005883991070973593,0.7484683936738251,0.391876394071505,1.7765931289502592,24.848862261163823,0.000004019186131897616,0.41511212216245547,36,1,-0.7370014328099621,-0.1448997768160914,-0.018903327043563865,0.18499409636050887,0.6720119293154317,4
ALB,2.6457949660398126,2.477512255312041,0.2916547075630847,-9.865153793507606,6.991814896129198,0.16562178720684056,0.04525494120461249,0.022522915995198622,1.9908011181454768,0.165621787206841,1.4849907790731278,6.359111561819715,0.041604132366722835,0.1847185547077544,35,1,-4.858459618759599,-0.48301416410771103,0.029088058646864333,0.7279202179908529,4.692370630964386,4
ALCO,-0.02672640495180673,0.04430696493458394,0.5496128104670265,-0.8367274382713967,0.2245337513504316,0.0005737876833818598,0.2484819654298911,0.23058867889250756,13.886882374054103,0.000573787683381861,1.8812304288390482,15.517576832811601,0.0004269735816141287,0.17886575129666554,42,1,-0.3666881150095732,-0.12516253028704108,0.0027457655581983945,0.11304938108517099,0.3810537587974385,4
ALE,-1.0344555651329523,0.47002069472853575,0.03316321005502584,0.9356191971963008,0.7880170252246068,0.24162371652970696,0.0317430897268588,0.009225487162367152,1.4097011276375817,0.241623716529709,2.1597893276407665,6.61221717266778,0.03665855013434809,0.18983687943022148,39,1,-0.6093706613296488,-0.12854217635940973,0.034314528939340005,0.11793709211236025,0.9177185948660611,4
ALG,-0.1630033819846274,0.389914847846425,0.6779919367480007,2.5087472434355824,2.5487110684098786,0.33046453251490504,0.02203571495250356,-0.0007076405137174113,0.968885835040113,0.330464532514907,1.7730675070129165,10.888647598181372,0.004320760722356197,0.15386108597364265,32,1,-2.7942958487157137,-0.3676982285449067,0.012127131762162902,0.3370457628434321,1.586485786675664,4
ALL,0.05210684148964473,0.25539972345170975,0.8393226753412182,-0.9877050502991187,0.4140902254486553,0.02165649349396217,0.1193006901602357,0.09833165897357476,5.689375398331512,0.0216564934939622,2.367278001074539,158.70078503252952,0.00000000000000000000000000000000003455909756672094,0.22707063422960133,24,1,-1.7946024372322034,-0.14803828410135877,-0.006225497051549331,0.2923600496752321,0.8565167958671054,4
ALLE,-0.13388468061305686,0.6803355064882474,0.8449867107910026,-1.5074733368287707,2.3150907394770437,0.5186726302881617,0.010488756069115812,-0.01424902502915626,0.42399744857668126,0.518672630288164,1.6627531850050203,1310.0879749132796,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003296179421377586,0.4945225566744755,24,1,-2.6201982688623313,-0.07369368570652893,0.1946318617080433,0.8367997105818723,1.4408217360370272,4
ALSN,-0.49626724839929515,0.25219025134082684,0.05555842693932505,1.9551411824225498,1.3875143619709245,0.1659977237391577,0.044137549614860716,0.02190819030357838,1.9855520348919429,0.165997723739157,2.1221699021095497,35.81102916861578,0.00000001673916616081012,0.22006201855274693,15,1,-0.9669272715658613,-0.11521125472778619,0.05299645250563925,0.19165061168437042,0.4478436309514648,4
ALX,6.450863982459802,4.173514462661279,0.12951376835066686,-2.4867125974601554,0.9808350911847161,0.014953179187725851,0.1300434038238666,0.10981185507558433,6.427753279882162,0.0149531791877259,2.3569592284772694,3.195261395717847,0.2023754389772319,0.3750116655318935,3,1,-5.874689864601642,-1.5473576843180084,0.4993524717358966,1.8193597959546466,4.075500701740877,4
AMAT,-0.13215985155038423,0.329810726138158,0.6906146904064111,-0.5673414605037657,1.4748273167714452,0.7023681432545631,0.0034296216913332067,-0.019746433618170744,0.14798125244060953,0.702368143254567,1.8486467664859367,24.506340131720776,0.000004769972273041931,0.17943326441556035,37,1,-2.3574532606294554,-0.261676977225587,0.11889239542790925,0.36889430277654206,1.4238858153417286,4
AME,-0.10863965318846446,0.5261239560183015,0.8374054819748693,-0.9148719393687037,3.0276170878855715,0.7640095934682799,0.002169333264857687,-0.02158853975264563,0.09131007911606709,0.764009593468282,1.6076679762472375,211.6412272124443,0.00000000000000000000000000000000000000000000011032944644486773,0.27483499273466266,24,1,-2.7456875154275706,-0.06652156709257095,0.13735306039392164,0.4155518007829835,1.4858079008259588,4
AMGN,-0.08728243404554167,0.5219985932427572,0.8679901271704247,-0.8242283006750533,0.33326422244490383,0.017419671527914966,0.12453413823884263,0.1041744670350947,6.1167067479910076,0.017419671527915,1.6823528481672965,3.1331270231170136,0.20876135707977464,0.17875417033979452,41,1,-2.450205232209026,-0.5099367766637696,0.11792607428832302,0.69289481799903,2.0674331146617435,4
AMH,-0.03760325257318155,0.08576815382520221,0.6633222242501294,-0.23996868660047,0.6782495038841925,0.7252543267713217,0.0029715868244398758,-0.020767184917835246,0.12517862578154648,0.725254326771333,2.5566882972765397,490.12404085601963,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003723203755918343,0.45790413181830114,24,1,-0.33661819593127507,-0.0228994956529473,0.019602907606330044,0.070099788680291,0.5323357901233255,4
AMP,0.43513066625651603,1.121318814860094,0.6998916393909268,-1.0938842547827816,1.0953805994644379,0.3235588131538546,0.02266662843785483,-0.0000620546217300344,0.9972697660675145,0.323558813153855,2.3009068749649666,34.902022026154505,0.000000026370733716006753,0.8179577820026457,42,1,-3.537054153664473,-0.5622288259036148,-0.04067566225203398,0.9625034655535144,3.8896263833643006,4
AMSF,-0.07430821677960206,0.14329242559754643,0.6065962683437169,-0.8966524730657902,0.08349865628260988,0.000000000000053239460853317144,0.7193042616689181,0.7130665785948942,115.3159359224838,5.32394608533176e-14,1.4974468051691647,149.29707120604314,0.0000000000000000000000000000000038067372818340446,0.8769636293383866,28,1,-1.8829197241096882,-0.16772997433367487,0.04855639261914657,0.24761938695428573,0.9237199965461764,4
AMT,0.7087314466959147,0.4313174524021936,0.10781279999743151,-1.8378778379483993,0.3978037949478879,0.00003618516203110721,0.33696387242997494,0.32117729796402206,21.34496455559168,3.61851620311074e-05,1.1164085479515948,68.37186141781604,0.0000000000000014231115204612165,0.39104646052355674,33,1,-2.53429730915051,-0.11716313484004506,0.22157372283272658,0.6062537117569425,1.8286262494885948,4
ANDE,-0.6960291375420056,0.30174213598025357,0.026073325942212573,3.3354242564780128,1.803528670555496,0.07144752970987074,0.07530202903376271,0.05328541067742376,3.4202359242913394,0.0714475297098706,1.8956943521872875,10.427748062444671,0.005440555925095856,1.472049852400365,2,1,-0.5498486515061168,-0.11017846328757004,0.03234507867129387,0.14158523282380556,0.37831884083885553,4
AOD,-0.0014166333504887236,0.01944184366874857,0.9420228727904931,-0.8299925750100385,0.31989840919198503,0.010533718460085937,0.048175844346130536,0.04101927174722919,6.731692256364006,0.0105337184600859,2.2911714085208508,251.91263079668062,0.00000000000000000000000000000000000000000000000000000019854879773236964,0.1586259563019514,128,1,-0.07023450260118352,-0.02044349212314779,-0.00044398803379232243,0.019555516055563146,0.06255619030330496,8
AON,0.5336246781529592,0.8508932153767916,0.5338869082306041,-2.503244500652799,1.8865827695915482,0.1915559761956151,0.03933318783975981,0.016992099184870435,1.760576149504328,0.191555976195615,1.941806534491732,3.619194669957442,0.16372004786833186,0.2625428385417075,42,1,-3.0254352056292677,-0.3524578786210767,-0.03393708161857001,0.40734348405459914,3.2400588900611167,4
AOS,-0.22524149368583476,0.4240984408484431,0.5980777337309198,1.0117691896260723,1.8756524772583445,0.5923777564867094,0.006721415862590896,-0.01637808609409297,0.2909766572108301,0.592377756486712,1.930390716453895,5.176083863641517,0.07516707834711514,0.25969944341247364,40,1,-2.5149264175764565,-0.40852220558825836,0.0341221999682329,0.41882781763969046,2.228134885388223,4
APA,-0.1539539418656155,0.17847980525432314,0.39315132972649924,-0.503021783139192,0.8036344934987492,0.5346670916862821,0.009029191256510471,-0.014016641504966065,0.39179279611903023,0.534667091686289,2.8858078385817127,2.771088802579889,0.2501875602800334,0.17422092127104807,26,1,-0.9662905207968521,-0.17028756059177397,0.019707251419944782,0.2197080143593979,0.7617992534756947,4
APAM,-0.03977439723515397,0.08484582616999543,0.6415917949254379,-0.9224291096237069,0.0921993993302451,0.0000000000008509737158745285,0.6994990891736876,0.6925106958986571,100.0944082058165,8.50973715874548e-13,1.8596099224307514,3.19127385628466,0.20277933149939334,0.13244063920495583,25,1,-0.4819352953121471,-0.09754460883383798,0.01710781353405222,0.14995937519336522,0.41621908352915227,4
APD,0.024947907087265964,0.6254588806653236,0.968371930410037,-0.9942940906612155,0.4878797506735621,0.04788123611056997,0.089991273324877,0.06832439888023134,4.153403554111389,0.0478812361105699,1.8050235848446607,7.462578476075296,0.023961923291213928,0.26813462598237253,33,1,-2.464280358877608,-0.625737137963529,0.08175365693417758,0.6083525647756447,2.54186658678238,4
