ticker_name,beta_dividendo,significancia_beta,r2,r2_ajustado,f_stat,p_f_stat,validade_regressao
CLX,-0.9866297047365283,0.15163836483999918,0.04721269147452012,0.025054847090206556,2.1307438871600737,0.151638364839998,1
CM,0.0564898344897945,0.9349326625621496,0.00016871038246257797,-0.024827071857975724,0.006749554018344549,0.934932662562146,1
CMC,-1.069656492189596,0.6805099873694909,0.00398122844054305,-0.01918199880502569,0.1718771049619036,0.68050998736951,0
CMCO,-0.8097679718681003,0.81303696151188,0.0013468713881736871,-0.022430584054965008,0.056644891687193624,0.813036961511875,1
CMCSA,-1.8076102744708473,0.0071079666117461636,0.16016234721992728,0.14016621262992557,8.009665393031012,0.00710796661174615,1
CME,-1.0175739524385947,0.00001761462148582395,0.2959865075818181,0.28270323413996556,22.28264808953144,1.76146214858241e-05,1
CMI,-1.5081489222964801,0.012187618258919081,0.1374070310739507,0.11734672947101932,6.84969916174499,0.0121876182589191,1
CMP,-0.9009738102977112,0.002392553888204417,0.21291909243242357,0.19273753069992172,10.550179181104802,0.00239255388820442,1
CMS,-0.7475434174261184,0.15170662072142826,0.04719732672355337,0.025039125019449937,2.1300161156495423,0.151706620721428,1
CMU,-0.4386732883074224,0.3160813329645863,0.00761408227186422,0.00009600713756019452,1.012770175323477,0.316081332964585,1
CNA,-0.948825014674172,0.00000000000000000000000027461483031237284,0.9206613716523288,0.9188162872721504,498.9806328333394,2.74614830312366e-25,1
CNMD,0.5420463735407048,0.4517956229679282,-0.0000000000000002220446049250313,-0.0000000000000002220446049250313,,0x000000000000F87F,1
CNO,-1.3790202413145005,0.2858739205393086,0.027068767885945366,0.0039037385498965627,1.1685186102407203,0.285873920539309,1
CNOB,0.6733560736037179,0.3621836342827538,0.01934535083117528,-0.0034605712425184176,0.8482599725046808,0.362183634282755,1
CNP,-1.3946721728396214,0.001371897957346649,0.21411343586034215,0.195837004136164,11.715275667136332,0.00137189795734665,1
CNQ,-0.7789704718911739,0.04886823441239044,0.08923956067010608,0.06755478830510864,4.115310005013115,0.0488682344123907,1
CNS,-0.8615996760371227,0.0000055359759843559505,0.3845717509708366,0.3702594661096933,26.870045887286448,5.53597598435598e-06,1
CODI,-1.1107395313666608,0.0004945470794821536,0.24338315595924576,0.22618731859468322,14.153608853082831,0.000494547079482154,1
COKE,-0.45170729120361336,0.0005218822755032499,0.24655360790579905,0.22903159878732926,14.071080903953483,0.00052188227550325,0
COLB,-1.052895878671464,0.566962537994641,0.0076824829787454085,-0.01539466857988847,0.3329042997020666,0.566962537994641,1
COLM,-2.22382405489012,0.37761913492072674,0.020014040764500085,-0.005113804344102357,0.7964885440036504,0.377619134920727,0
COP,-0.05658478877493356,0.9143811018448905,0.00022885942013672889,-0.019374496277507536,0.011674502246786171,0.914381101844879,1
COR,-0.2231203860553146,0.8973137581386064,0.0003917857121356061,-0.022854916945721726,0.016853388538660512,0.897313758138584,1
COST,-0.8168579279560277,0.0000000007285823887769991,0.5575068556731888,0.5480921079215546,59.21633488017908,7.28582388777002e-10,1
CP,0.9518346365140175,0.48107962727474574,0.012181270478536677,-0.011911869265889274,0.5055908282503899,0.481079627274746,1
CPB,-1.7838752205568258,0.22392839310301257,0.03419835736876797,0.01173785405176253,1.5225997782015679,0.223928393103014,1
CPF,-0.6030290766614965,0.18653455755968681,0.041166674906942924,0.018337310023775033,1.8032334722239654,0.186534557559688,1
CPK,0.49333629250378347,0.8335058644893875,0.0010641048972354072,-0.022720083081401832,0.044740013751623606,0.833505864489381,1
CPT,-0.8766277332623215,0.000010542386847389351,0.3664923119464365,0.35175957501495825,24.876050773932075,1.05423868473894e-05,1
CQP,-0.6104360859954195,0.10644599101274219,0.059472720065405826,0.037599992625066414,2.7190353936254708,0.106445991012743,0
CRF,-0.9770433447061349,0.0000000005058130662109804,0.25466583574984736,0.24901936480855835,45.10177036202184,5.05813066210973e-10,1
CRI,-1.408308450311086,0.015304623736550223,0.14511385780215869,0.12261685406011014,6.450363766928252,0.0153046237365503,1
CRS,-1.8425941467284805,0.8243816776204714,0.0011579614818532091,-0.02207092313484793,0.049850068178506304,0.824381677620462,1
CRT,-0.3045858694041779,0.19723174109003655,0.012660446941078485,0.005123503787957007,1.6797853829950868,0.197231741090039,1
CSCO,-0.9072471118799932,0.16843924959420062,0.04467159288371092,0.0219256784285613,1.9639391932029844,0.168439249594202,1
CSGS,-2.1150054355423995,0.0790177253058212,0.07163117459111012,0.04952715493851756,3.2406401965313294,0.079017725305821,1
CSL,-0.7794906098983929,0.4540076677775998,0.01310353508761919,-0.009847545491738607,0.5709332526767638,0.454007667777604,1
CSQ,-1.1083592541786822,0.31310782311722757,0.0077666991426452725,0.00019239913610069603,1.0254015732060213,0.313107823117231,1
CSR,-1.1247778567637758,0.00004872995784543763,0.3278867379389775,0.3118840412232389,20.48946772930473,4.87299578454385e-05,0
CSV,-0.5991626426271438,0.6507405995537487,0.004810803599059832,-0.018333131200962027,0.20786455028620512,0.650740599553747,0
CSX,1.6969207524815075,0.13589149817251672,0.05097505736378749,0.02890470986061977,2.3096626528635813,0.135891498172516,1
